# Title: Bacterial cheating drives the population dynamics of cooperative antibiotic resistance plasmids
# Data source: Yurtsev EA, Chao HX, Datta MS, Artemova T, Gore J (2013) Bacterial cheating drives the population dynamics of cooperative antibiotic resistance plasmids. Molecular Systems Biology 9:683. https://doi.org/10.1038/msb.2013.39
# Data authors: Eugene A Yurtsev, Hui Xiao Chao, Manoshi S Datta, Tatiana Artemova, Jeff Gore
# File author: jeff smith
# Last modified: 2025-01
# Description: These experiments grew many bacterial populations over a single cycle in a variety of environments (different ampicillin concentrations) from a variety of initial starting conditions (changing both the total initial cell density and the relative abundance of resistant and sensitive bacteria). 
# 
# ampicillin: Antibiotic concentration in micrograms per ml
# dilution: The amount by which the culture was diluted, ODi (at t+1) should be ODf (at t) divided by the dilution factor
# culture_id: provided for convenience, but **not unique**, use ampicillin concentrations and replicate to identify cultures uniquely   
# replicate: Integer to indicate from which experiment the data came from
# OD_initial: Initial population density (measured in units of optical density), population density at beginning of growth cycle measurement corrected for non-linear effects and background
# OD_final: Final population density (measured in units of optical density), population density at end of growth cycle measurement corrected for non-linear effects and background
# fraction_resistant_initial: Initial fraction of resistant cells (measured using flow cytometry), fraction of resistant cells at the beginning of the growth cycle
# fraction_resistant_final: Final fraction of resistant cells (measured using flow cytometry), fraction of resistant cells at end of growth cycle
ampicillin,dilution,replicate,culture_id,OD_initial,OD_final,fraction_resistant_initial,fraction_resistant_final
100,100,0,23,0.0162266161748,1.48798085595,0.994172302108,0.986458098979
125,100,0,0,0.0143875503769,0.00801668629273,-3.78452263225e-4,NA
125,100,0,1,0.0142401998475,1.40316385308,0.0473674563043,0.98348471899
125,100,0,2,0.0166260103167,1.4600029166,0.0831943960594,0.978289982746
125,100,0,3,0.0139488432381,1.45360386629,0.136097043386,0.973050225139
125,100,0,4,0.0157444308372,1.42401998475,0.190920772547,0.966193627817
125,100,0,5,0.015880968822,1.20430091399,0.23461782605,0.952335608985
125,100,0,6,0.0173270790066,1.34795662699,0.265633547252,0.917693692466
125,100,0,7,0.0158125786528,1.12370894371,0.324992403666,0.86702958444
125,100,0,8,0.0143242618509,1.30017966537,0.361009958505,0.681506262623
125,100,0,9,0.0170581391191,1.35603614118,0.400654211988,0.633012976533
125,100,0,10,0.0157444308372,1.31795721859,0.449678260779,0.627313047938
125,100,0,11,0.0154742291481,1.51417298424,0.47439638615,0.552402589621
125,100,0,12,0.0172288469659,1.26704173576,0.542667434497,0.48288094845
125,100,0,13,0.0167689770446,1.30806051808,0.591551139321,0.51666252015
125,100,0,14,0.0156539411218,1.23256597906,0.617810288473,0.517237990833
125,100,0,15,0.0172533579747,1.47286525232,0.678747495291,0.568517766394
125,100,0,16,0.0160876108434,1.38048037154,0.714067570837,0.598085122978
125,100,0,17,0.0153405387701,1.27478767961,0.747356992702,0.641408713629
125,100,0,18,0.0149667198842,1.43453348922,0.801165508552,0.6842592843
125,100,0,19,0.0154966015163,1.33590064795,0.823349592323,0.748177095348
125,100,0,20,0.0168648821057,1.37843144293,0.873590378321,0.803844611254
125,100,0,21,0.0159725357014,1.18198421633,0.920827761832,0.84631663013
125,100,0,22,0.0167450753253,1.36414974348,0.951761571322,0.923990470443
125,100,0,23,0.0162266161748,1.34392956366,0.994172302108,0.985675717743
150,100,0,0,0.0143875503769,0.00701277100038,-3.78452263225e-4,NA
150,100,0,1,0.0142401998475,1.42192416361,0.0473674563043,0.979762580662
150,100,0,2,0.0166260103167,1.30214685286,0.0831943960594,0.97590898835
150,100,0,3,0.0139488432381,1.27672905039,0.136097043386,0.975094164902
150,100,0,4,0.0157444308372,1.35806133477,0.190920772547,0.967562604942
150,100,0,5,0.015880968822,1.30608727508,0.23461782605,0.967064405436
150,100,0,6,0.0173270790066,1.24017402307,0.265633547252,0.966441343986
150,100,0,7,0.0158125786528,1.26125268426,0.324992403666,0.960782052572
150,100,0,8,0.0143242618509,1.35603614118,0.361009958505,0.923438947194
150,100,0,9,0.0170581391191,1.33790473647,0.400654211988,0.893626879589
150,100,0,10,0.0157444308372,1.26511011496,0.449678260779,0.881858623805
150,100,0,11,0.0154742291481,1.21932390033,0.47439638615,0.838814197561
150,100,0,12,0.0172288469659,1.36414974348,0.542667434497,0.616719295496
150,100,0,13,0.0167689770446,1.36618350409,0.591551139321,0.686966209125
150,100,0,14,0.0156539411218,1.29625131706,0.617810288473,0.644725004134
150,100,0,15,0.0172533579747,1.40731702356,0.678747495291,0.677608478683
150,100,0,16,0.0160876108434,1.26704173576,0.714067570837,0.671551705825
150,100,0,17,0.0153405387701,1.35199214098,0.747356992702,0.705924060643
150,100,0,18,0.0149667198842,1.41356364547,0.801165508552,0.743093640034
150,100,0,19,0.0154966015163,1.33991091568,0.823349592323,0.792486332336
150,100,0,20,0.0168648821057,1.33790473647,0.873590378321,0.827514322394
150,100,0,21,0.0159725357014,1.39695086668,0.920827761832,0.882388362111
150,100,0,22,0.0167450753253,1.25932686659,0.951761571322,0.934321048154
150,100,0,23,0.0162266161748,1.44510478735,0.994172302108,0.989634957698
200,100,0,0,0.0143875503769,0.00600937951447,-3.78452263225e-4,NA
200,100,0,1,0.0142401998475,1.36821941779,0.0473674563043,0.971449558175
200,100,0,2,0.0166260103167,1.33991091568,0.0831943960594,0.976610671909
200,100,0,3,0.0139488432381,1.45573451806,0.136097043386,0.980153022983
200,100,0,4,0.0157444308372,1.24589987377,0.190920772547,0.978844987152
200,100,0,5,0.015880968822,1.34392956366,0.23461782605,0.97177527082
200,100,0,6,0.0173270790066,1.30608727508,0.265633547252,0.979022927019
200,100,0,7,0.0158125786528,1.33590064795,0.324992403666,0.976834862012
200,100,0,8,0.0143242618509,1.27867238298,0.361009958505,0.975935360832
200,100,0,9,0.0170581391191,1.20056343337,0.400654211988,0.972408128588
200,100,0,10,0.0157444308372,1.35806133477,0.449678260779,0.972568924522
200,100,0,11,0.0154742291481,1.28061768136,0.47439638615,0.96815355645
200,100,0,12,0.0172288469659,1.41147918285,0.542667434497,0.90338173991
200,100,0,13,0.0167689770446,1.35199214098,0.591551139321,0.92035311909
200,100,0,14,0.0156539411218,1.28451419142,0.617810288473,0.906065082063
200,100,0,15,0.0172533579747,1.05326365104,0.678747495291,0.907921849317
200,100,0,16,0.0160876108434,1.33389864576,0.714067570837,0.901129907918
200,100,0,17,0.0153405387701,1.28061768136,0.747356992702,0.899701814128
200,100,0,18,0.0149667198842,1.28256494951,0.801165508552,0.864451192829
200,100,0,19,0.0154966015163,1.39075788829,0.823349592323,0.909220019325
200,100,0,20,0.0168648821057,1.41565036993,0.873590378321,0.920156699801
200,100,0,21,0.0159725357014,1.2689752987,0.920827761832,0.934260116136
200,100,0,22,0.0167450753253,1.30017966537,0.951761571322,0.975986810329
200,100,0,23,0.0162266161748,1.32790511392,0.994172302108,0.987304854253
0,100,1,0,0.0146428081022,1.14173099026,-6.16536372251e-4,0.00114831518835
0,100,1,1,0.0163432264486,1.40523931714,0.0692278424038,0.0387173273012
0,100,1,2,0.0147501736377,1.44722603825,0.125855255527,0.0802531958972
0,100,1,3,0.0142401998475,1.44722603825,0.198556639753,0.125968188972
0,100,1,4,0.0167689770446,1.33790473647,0.253705382672,0.148907345506
0,100,1,5,0.0143032118762,1.47932882543,0.322714483237,0.18649920807
0,100,1,6,0.0166497644173,1.49667198842,0.362866105724,0.229342527112
0,100,1,7,0.0139281999927,1.30017966537,0.390559000603,0.257400612018
0,100,1,8,0.0132790511392,1.39901963266,0.464631638595,0.28765229123
0,100,1,9,0.0134795662699,1.36211813141,0.499723578989,0.336368132561
0,100,1,10,0.0129429014803,1.34594204121,0.555756488841,0.376842225039
0,100,1,11,0.0160645406611,1.26704173576,0.606773802755,0.442865438708
0,100,1,12,0.012689752987,1.56313850674,0.630220047715,0.454700500951
0,100,1,13,0.0145786753308,1.2864654111,0.691046385802,0.492076857995
0,100,1,14,0.0142821849175,1.44298587371,0.713936131873,0.559313138349
0,100,1,15,0.015541424486,1.34191918995,0.767185343154,0.595021017394
0,100,1,16,0.0178511943011,1.75499530776,0.79771659422,0.654255674161
0,100,1,17,0.0153849990425,1.26704173576,0.822959445815,0.69919174038
0,100,1,18,0.0160414981218,1.26318043243,0.868081763699,0.733716336159
0,100,1,19,0.0146428081022,1.27478767961,0.876548325035,0.769631077676
0,100,1,20,0.0145360386629,1.40939697717,0.91072145222,0.835254028849
0,100,1,21,0.0148148818649,1.2554810073,0.93315534308,0.872050081805
0,100,1,22,0.0161801693338,1.34997332544,0.971173738977,0.931019373403
0,100,1,23,0.0114898736633,1.33590064795,0.994749090901,0.976783804492
3,100,1,0,0.0146428081022,0.894032099765,-6.16536372251e-4,NA
3,100,1,1,0.0163432264486,1.37638469502,0.0692278424038,0.0390590284026
3,100,1,2,0.0147501736377,1.62498817306,0.125855255527,0.0731565766005
3,100,1,3,0.0142401998475,1.39075788829,0.198556639753,0.114511480279
3,100,1,4,0.0167689770446,1.38869798615,0.253705382672,0.148287690117
3,100,1,5,0.0143032118762,1.39281999927,0.322714483237,0.181378035661
3,100,1,6,0.0166497644173,1.46856824125,0.362866105724,0.215073810025
3,100,1,7,0.0139281999927,1.44298587371,0.390559000603,0.270064792415
3,100,1,8,0.0132790511392,1.37229772275,0.464631638595,0.310892891613
3,100,1,9,0.0134795662699,1.34594204121,0.499723578989,0.353044667309
3,100,1,10,0.0129429014803,1.20992078986,0.555756488841,0.406933079226
3,100,1,11,0.0160645406611,0.945658094788,0.606773802755,0.38833773603
3,100,1,12,0.012689752987,1.55638752092,0.630220047715,0.460398427442
3,100,1,13,0.0145786753308,1.36211813141,0.691046385802,0.515599639142
3,100,1,14,0.0142821849175,1.27478767961,0.713936131873,0.5476135687
3,100,1,15,0.015541424486,1.1782898159,0.767185343154,0.596532510143
3,100,1,16,0.0178511943011,1.15627122674,0.79771659422,0.664902556904
3,100,1,17,0.0153849990425,1.63432264486,0.822959445815,0.708903523509
3,100,1,18,0.0160414981218,1.50321621183,0.868081763699,0.743141911123
3,100,1,19,0.0146428081022,1.49014995947,0.876548325035,0.784201585531
3,100,1,20,0.0145360386629,1.56765236636,0.91072145222,0.804226231409
3,100,1,21,0.0148148818649,1.56088554384,0.93315534308,0.895647792481
3,100,1,22,0.0161801693338,1.37434012317,0.971173738977,0.926962069674
3,100,1,23,0.0114898736633,1.10585422326,0.994749090901,0.986394162
15,100,1,0,0.0146428081022,0.0140512086842,-6.16536372251e-4,NA
15,100,1,1,0.0163432264486,1.21555713704,0.0692278424038,0.188242644087
15,100,1,2,0.0147501736377,1.47932882543,0.125855255527,0.0747416314892
15,100,1,3,0.0142401998475,1.10407783488,0.198556639753,0.120667075507
15,100,1,4,0.0167689770446,1.33189872558,0.253705382672,0.14709025877
15,100,1,5,0.0143032118762,1.5518999942,0.322714483237,0.183343867863
15,100,1,6,0.0166497644173,1.34594204121,0.362866105724,0.227240591036
15,100,1,7,0.0139281999927,1.5518999942,0.390559000603,0.256472919435
15,100,1,8,0.0132790511392,1.23066866172,0.464631638595,0.310301278088
15,100,1,9,0.0134795662699,1.31994268516,0.499723578989,0.346674796709
15,100,1,10,0.0129429014803,1.40316385308,0.555756488841,0.369018188202
15,100,1,11,0.0160645406611,1.34594204121,0.606773802755,0.407447193458
15,100,1,12,0.012689752987,1.67212032764,0.630220047715,0.463841595785
15,100,1,13,0.0145786753308,1.2728482667,0.691046385802,0.514083614069
15,100,1,14,0.0142821849175,1.27478767961,0.713936131873,0.557688627921
15,100,1,15,0.015541424486,1.34795662699,0.767185343154,0.582322815336
15,100,1,16,0.0178511943011,1.39695086668,0.79771659422,0.653775933039
15,100,1,17,0.0153849990425,1.39695086668,0.822959445815,0.694968437825
15,100,1,18,0.0160414981218,1.30608727508,0.868081763699,0.72674082843
15,100,1,19,0.0146428081022,1.37434012317,0.876548325035,0.782685672363
15,100,1,20,0.0145360386629,1.44722603825,0.91072145222,0.837381380801
15,100,1,21,0.0148148818649,1.36008866335,0.93315534308,0.872838629766
15,100,1,22,0.0161801693338,1.28841861256,0.971173738977,0.933733147956
15,100,1,23,0.0114898736633,1.48364997495,0.994749090901,0.987225924305
50,100,1,0,0.0146428081022,0.00801668629273,-6.16536372251e-4,NA
50,100,1,1,0.0163432264486,1.28841861256,0.0692278424038,0.931093241606
50,100,1,2,0.0147501736377,1.28256494951,0.125855255527,0.714830587858
50,100,1,3,0.0142401998475,1.30806051808,0.198556639753,0.165317545323
50,100,1,4,0.0167689770446,1.23446517016,0.253705382672,0.169377252771
50,100,1,5,0.0143032118762,1.4664233309,0.322714483237,0.185123532904
50,100,1,6,0.0166497644173,1.39901963266,0.362866105724,0.217074542663
50,100,1,7,0.0139281999927,1.39695086668,0.390559000603,0.244313963759
50,100,1,8,0.0132790511392,1.37025748915,0.464631638595,0.31131846606
50,100,1,9,0.0134795662699,1.57444308372,0.499723578989,0.345408227351
50,100,1,10,0.0129429014803,1.25932686659,0.555756488841,0.376205759557
50,100,1,11,0.0160645406611,1.44298587371,0.606773802755,0.426862100762
50,100,1,12,0.012689752987,1.54295623423,0.630220047715,0.471698813564
50,100,1,13,0.0145786753308,1.47286525232,0.691046385802,0.520510653094
50,100,1,14,0.0142821849175,1.3159737998,0.713936131873,0.564942046499
50,100,1,15,0.015541424486,1.29233097698,0.767185343154,0.590606197698
50,100,1,16,0.0178511943011,1.35199214098,0.79771659422,0.663232707932
50,100,1,17,0.0153849990425,1.33991091568,0.822959445815,0.691871881956
50,100,1,18,0.0160414981218,1.26704173576,0.868081763699,0.725444477601
50,100,1,19,0.0146428081022,1.24589987377,0.876548325035,0.781639588965
50,100,1,20,0.0145360386629,1.30608727508,0.91072145222,0.837722571099
50,100,1,21,0.0148148818649,1.33991091568,0.93315534308,0.87692436188
50,100,1,22,0.0161801693338,1.36414974348,0.971173738977,0.937939591549
50,100,1,23,0.0114898736633,1.63666335953,0.994749090901,0.980388707187
100,100,1,0,0.0146428081022,1.65076779511,-6.16536372251e-4,NA
100,100,1,1,0.0163432264486,1.3159737998,0.0692278424038,0.9664482618
100,100,1,2,0.0147501736377,1.25932686659,0.125855255527,0.956866527377
100,100,1,3,0.0142401998475,1.33389864576,0.198556639753,0.856576535724
100,100,1,4,0.0167689770446,1.26704173576,0.253705382672,0.62769013661
100,100,1,5,0.0143032118762,1.27478767961,0.322714483237,0.337933901775
100,100,1,6,0.0166497644173,1.39901963266,0.362866105724,0.315966502536
100,100,1,7,0.0139281999927,1.32591141383,0.390559000603,0.29787600338
100,100,1,8,0.0132790511392,1.38458478945,0.464631638595,0.332557528604
100,100,1,9,0.0134795662699,1.35199214098,0.499723578989,0.335268253201
100,100,1,10,0.0129429014803,1.25740297555,0.555756488841,0.426541961546
100,100,1,11,0.0160645406611,1.36211813141,0.606773802755,0.435421026867
100,100,1,12,0.012689752987,1.4600029166,0.630220047715,0.502866082674
100,100,1,13,0.0145786753308,1.55638752092,0.691046385802,0.513859378479
100,100,1,14,0.0142821849175,1.43453348922,0.713936131873,0.582068604244
100,100,1,15,0.015541424486,1.33189872558,0.767185343154,0.619504238589
100,100,1,16,0.0178511943011,1.31994268516,0.79771659422,0.661977807855
100,100,1,17,0.0153849990425,1.37434012317,0.822959445815,0.716561535488
100,100,1,18,0.0160414981218,1.37638469502,0.868081763699,0.751879784564
100,100,1,19,0.0146428081022,1.45573451806,0.876548325035,0.795865196041
100,100,1,20,0.0145360386629,1.40731702356,0.91072145222,0.839674896141
100,100,1,21,0.0148148818649,1.39488432381,0.93315534308,0.877346339511
100,100,1,22,0.0161801693338,1.33189872558,0.971173738977,0.935407051024
100,100,1,23,0.0114898736633,1.21555713704,0.994749090901,0.982938406301
125,100,1,0,0.0146428081022,1.70824333743,-6.16536372251e-4,NA
125,100,1,1,0.0163432264486,1.25356095799,0.0692278424038,0.979836202543
125,100,1,2,0.0147501736377,1.23826918844,0.125855255527,0.945618872264
125,100,1,3,0.0142401998475,1.07587653987,0.198556639753,0.759668964982
125,100,1,4,0.0167689770446,1.32591141383,0.253705382672,0.789217682562
125,100,1,5,0.0143032118762,1.23636623872,0.322714483237,0.486280984343
125,100,1,6,0.0166497644173,1.3159737998,0.362866105724,0.337093126358
