# Title: Bacterial cheating drives the population dynamics of cooperative antibiotic resistance plasmids
# Data source: Yurtsev EA, Chao HX, Datta MS, Artemova T, Gore J (2013) Bacterial cheating drives the population dynamics of cooperative antibiotic resistance plasmids. Molecular Systems Biology 9:683. https://doi.org/10.1038/msb.2013.39
# Data authors: Eugene A Yurtsev, Hui Xiao Chao, Manoshi S Datta, Tatiana Artemova, Jeff Gore
# File author: jeff smith
# Last modified: 2025-01
# Description: These experiments grew many bacterial populations over a single cycle in a variety of environments (different ampicillin concentrations) from a variety of initial starting conditions (changing both the total initial cell density and the relative abundance of resistant and sensitive bacteria). 
# 
# ampicillin: Antibiotic concentration in micrograms per ml
# dilution: The amount by which the culture was diluted, ODi (at t+1) should be ODf (at t) divided by the dilution factor
# culture_id: provided for convenience, but **not unique**, use ampicillin concentrations and replicate to identify cultures uniquely   
# replicate: Integer to indicate from which experiment the data came from
# OD_initial: Initial population density (measured in units of optical density), population density at beginning of growth cycle measurement corrected for non-linear effects and background
# OD_final: Final population density (measured in units of optical density), population density at end of growth cycle measurement corrected for non-linear effects and background
# fraction_resistant_initial: Initial fraction of resistant cells (measured using flow cytometry), fraction of resistant cells at the beginning of the growth cycle
# fraction_resistant_final: Final fraction of resistant cells (measured using flow cytometry), fraction of resistant cells at end of growth cycle
ampicillin,dilution,replicate,culture_id,OD_initial,OD_final,fraction_resistant_initial,fraction_resistant_final
125,100,1,7,0.0139281999927,1.34997332544,0.390559000603,0.305492899012
125,100,1,8,0.0132790511392,1.17092223893,0.464631638595,0.341418232024
125,100,1,9,0.0134795662699,1.36414974348,0.499723578989,0.332728330707
125,100,1,10,0.0129429014803,1.42192416361,0.555756488841,0.415888761335
125,100,1,11,0.0160645406611,1.49014995947,0.606773802755,0.436421746242
125,100,1,12,0.012689752987,1.61338344027,0.630220047715,0.464472798318
125,100,1,13,0.0145786753308,1.60184831594,0.691046385802,0.536244786431
125,100,1,14,0.0142821849175,1.31399242455,0.713936131873,0.591579955878
125,100,1,15,0.015541424486,1.47071554661,0.767185343154,0.597781653524
125,100,1,16,0.0178511943011,1.32790511392,0.79771659422,0.654380659113
125,100,1,17,0.0153849990425,1.37638469502,0.822959445815,0.719308291512
125,100,1,18,0.0160414981218,1.37843144293,0.868081763699,0.754893866581
125,100,1,19,0.0146428081022,1.54295623423,0.876548325035,0.798249430451
125,100,1,20,0.0145360386629,1.33189872558,0.91072145222,0.832901174191
125,100,1,21,0.0148148818649,1.48148818649,0.93315534308,0.8876110881
125,100,1,22,0.0161801693338,1.50978278127,0.971173738977,0.938847214589
125,100,1,23,0.0114898736633,1.5880968822,0.994749090901,0.987277929571
150,100,1,0,0.0146428081022,0.012037596483,-6.16536372251e-4,NA
150,100,1,1,0.0163432264486,1.30608727508,0.0692278424038,0.97166639871
150,100,1,2,0.0147501736377,1.28256494951,0.125855255527,0.969752895797
150,100,1,3,0.0142401998475,1.21932390033,0.198556639753,0.950638548367
150,100,1,4,0.0167689770446,1.32990088307,0.253705382672,0.952359045782
150,100,1,5,0.0143032118762,1.35401307807,0.322714483237,0.87835180662
150,100,1,6,0.0166497644173,1.23826918844,0.362866105724,0.88023382703
150,100,1,7,0.0139281999927,1.30806051808,0.390559000603,0.670130838813
150,100,1,8,0.0132790511392,1.26318043243,0.464631638595,0.65289741485
150,100,1,9,0.0134795662699,1.30806051808,0.499723578989,0.54465174175
150,100,1,10,0.0129429014803,1.37843144293,0.555756488841,0.611704849503
150,100,1,11,0.0160645406611,1.45573451806,0.606773802755,0.619320686412
150,100,1,12,0.012689752987,1.36821941779,0.630220047715,0.55483047642
150,100,1,13,0.0145786753308,1.41773936116,0.691046385802,0.624485846607
150,100,1,14,0.0142821849175,1.31201308864,0.713936131873,0.614317797811
150,100,1,15,0.015541424486,1.50321621183,0.767185343154,0.659205885036
150,100,1,16,0.0178511943011,1.37434012317,0.79771659422,0.705281752975
150,100,1,17,0.0153849990425,1.35401307807,0.822959445815,0.751440788934
150,100,1,18,0.0160414981218,1.43032118762,0.868081763699,0.77647330384
150,100,1,19,0.0146428081022,1.47071554661,0.876548325035,0.80536421485
150,100,1,20,0.0145360386629,1.4408692922,0.91072145222,0.857161772494
150,100,1,21,0.0148148818649,1.40939697717,0.93315534308,0.899021381965
150,100,1,22,0.0161801693338,1.46856824125,0.971173738977,0.945355490725
150,100,1,23,0.0114898736633,1.47501736377,0.994749090901,0.979973916861
200,100,1,0,0.0146428081022,1.54518827769,-6.16536372251e-4,NA
200,100,1,1,0.0163432264486,1.58581450644,0.0692278424038,0.972098740706
200,100,1,2,0.0147501736377,1.45573451806,0.125855255527,0.973908899061
200,100,1,3,0.0142401998475,1.40939697717,0.198556639753,0.946329603403
200,100,1,4,0.0167689770446,1.10407783488,0.253705382672,0.975630790681
200,100,1,5,0.0143032118762,1.23826918844,0.322714483237,0.960062390124
200,100,1,6,0.0166497644173,1.43664310506,0.362866105724,0.947761768226
200,100,1,7,0.0139281999927,1.46428081022,0.390559000603,0.916433106875
200,100,1,8,0.0132790511392,1.18013612896,0.464631638595,0.889637032259
200,100,1,9,0.0134795662699,1.50103232865,0.499723578989,0.824943867321
200,100,1,10,0.0129429014803,1.29233097698,0.555756488841,0.827257543733
200,100,1,11,0.0160645406611,1.30017966537,0.606773802755,0.801792373082
200,100,1,12,0.012689752987,1.525192541,0.630220047715,0.717603677764
200,100,1,13,0.0145786753308,1.49014995947,0.691046385802,0.796067259758
200,100,1,14,0.0142821849175,1.4408692922,0.713936131873,0.77053601975
200,100,1,15,0.015541424486,1.45573451806,0.767185343154,0.738355320353
200,100,1,16,0.0178511943011,1.53849990425,0.79771659422,0.803158662222
200,100,1,17,0.0153849990425,1.57671199536,0.822959445815,0.797182533168
200,100,1,18,0.0160414981218,1.47932882543,0.868081763699,0.826155602034
200,100,1,19,0.0146428081022,1.18568572769,0.876548325035,0.872349312957
200,100,1,20,0.0145360386629,1.51857323258,0.91072145222,0.89491566158
200,100,1,21,0.0148148818649,1.62266161748,0.93315534308,0.922575759693
200,100,1,22,0.0161801693338,1.67689770446,0.971173738977,0.951989077105
200,100,1,23,0.0114898736633,1.29233097698,0.994749090901,0.98989822789
0,100,2,0,0.0158353483627,1.97650213059,-6.40859372327e-5,-2.78952778706e-4
0,100,2,1,0.0148148818649,1.56765236636,0.0285356145312,0.0131895078661
0,100,2,2,0.0143453348922,1.55863521728,0.0616913065913,0.0251845527872
0,100,2,3,0.0130806051808,1.5518999942,0.0967523303702,0.0381849463709
0,100,2,4,0.0153849990425,1.6110708735,0.126574657431,0.056331573542
0,100,2,5,0.0140731702356,1.43875503769,0.167812688365,0.0664028762184
0,100,2,6,0.0147932882543,1.55863521728,0.204477520184,0.086517854976
0,100,2,7,0.0146428081022,1.31399242455,0.235163936704,0.1122328096
0,100,2,8,0.0142821849175,1.5880968822,0.286831894388,0.134902991227
0,100,2,9,0.0150321621183,1.70338755161,0.300681834666,0.14066497015
0,100,2,10,0.0142401998475,1.43875503769,0.347083361525,0.168116740756
0,100,2,11,0.0141565036993,1.83380253204,0.3902848946,0.208891648654
0,100,2,12,0.0156539411218,1.60645406611,0.436960546504,0.219885150228
0,100,2,13,0.0166973608243,1.39281999927,0.493359610448,0.250405742904
0,100,2,14,0.0164840986037,1.59725357014,0.533592173252,0.30156460168
0,100,2,15,0.014408692922,1.29429014803,0.594294996047,0.331958628247
0,100,2,16,0.015699132755,1.51417298424,0.637204400295,0.380331098014
0,100,2,17,0.0147286525232,1.4664233309,0.665432626017,0.419266597193
0,100,2,18,0.0157217684587,1.35199214098,0.713751762466,0.485356540604
0,100,2,19,0.0153627560577,1.5880968822,0.764162524088,0.543103047861
0,100,2,20,0.0139075788829,1.39901963266,0.832611148811,0.620585539905
0,100,2,21,0.0165785899589,1.48798085595,0.869478797892,0.718143772784
0,100,2,22,0.0154742291481,1.63666335953,0.939045101233,0.85204438015
0,100,2,23,0.0159266977626,1.49232151236,0.99706964515,0.98849165416
3,100,2,0,0.0158353483627,0.711912488512,-6.40859372327e-5,NA
3,100,2,1,0.0148148818649,1.32391977852,0.0285356145312,0.0150069303474
3,100,2,2,0.0143453348922,1.36618350409,0.0616913065913,0.028298219184
3,100,2,3,0.0130806051808,1.29233097698,0.0967523303702,0.041170518012
3,100,2,4,0.0153849990425,1.3159737998,0.126574657431,0.0593379804859
3,100,2,5,0.0140731702356,1.42821849175,0.167812688365,0.0808213869439
3,100,2,6,0.0147932882543,1.47071554661,0.204477520184,0.0846559345711
3,100,2,7,0.0146428081022,1.40109062652,0.235163936704,0.108040182061
3,100,2,8,0.0142821849175,1.43032118762,0.286831894388,0.127582148009
3,100,2,9,0.0150321621183,1.38048037154,0.300681834666,0.153010313819
3,100,2,10,0.0142401998475,1.5541424486,0.347083361525,0.182956634523
3,100,2,11,0.0141565036993,1.57671199536,0.3902848946,0.192069109754
3,100,2,12,0.0156539411218,1.66735478956,0.436960546504,0.23652797384
3,100,2,13,0.0166973608243,1.34997332544,0.493359610448,0.253435466304
3,100,2,14,0.0164840986037,1.35806133477,0.533592173252,0.272990053971
3,100,2,15,0.014408692922,1.34997332544,0.594294996047,0.344563173637
3,100,2,16,0.015699132755,1.27478767961,0.637204400295,0.374479126159
3,100,2,17,0.0147286525232,1.27091080771,0.665432626017,0.417600172464
3,100,2,18,0.0157217684587,1.51197662995,0.713751762466,0.486312261892
3,100,2,19,0.0153627560577,1.4664233309,0.764162524088,0.561917692812
3,100,2,20,0.0139075788829,1.31201308864,0.832611148811,0.642181631822
3,100,2,21,0.0165785899589,1.50321621183,0.869478797892,0.731713152267
3,100,2,22,0.0154742291481,1.35199214098,0.939045101233,0.847333678755
3,100,2,23,0.0159266977626,1.69854399582,0.99706964515,0.994214981175
15,100,2,0,0.0158353483627,0.278184419741,-6.40859372327e-5,NA
15,100,2,1,0.0148148818649,1.37025748915,0.0285356145312,0.892830073315
15,100,2,2,0.0143453348922,1.36618350409,0.0616913065913,0.746224412654
15,100,2,3,0.0130806051808,1.10941193026,0.0967523303702,0.217598551646
15,100,2,4,0.0153849990425,1.18753915853,0.126574657431,0.073650947384
15,100,2,5,0.0140731702356,1.28451419142,0.167812688365,0.0694196186331
15,100,2,6,0.0147932882543,1.36414974348,0.204477520184,0.0850065756569
15,100,2,7,0.0146428081022,1.27867238298,0.235163936704,0.114475299317
15,100,2,8,0.0142821849175,1.41565036993,0.286831894388,0.115952410774
15,100,2,9,0.0150321621183,1.40109062652,0.300681834666,0.150059489868
15,100,2,10,0.0142401998475,1.42821849175,0.347083361525,0.178923719513
15,100,2,11,0.0141565036993,1.57444308372,0.3902848946,0.201221586881
15,100,2,12,0.0156539411218,1.85992896586,0.436960546504,0.23126717859
15,100,2,13,0.0166973608243,1.33590064795,0.493359610448,0.250431281552
15,100,2,14,0.0164840986037,1.28841861256,0.533592173252,0.301092024682
15,100,2,15,0.014408692922,1.41565036993,0.594294996047,0.347516784636
15,100,2,16,0.015699132755,1.47286525232,0.637204400295,0.389851712334
15,100,2,17,0.0147286525232,1.45360386629,0.665432626017,0.448770240277
15,100,2,18,0.0157217684587,1.34191918995,0.713751762466,0.50252788061
15,100,2,19,0.0153627560577,1.28451419142,0.764162524088,0.564993418082
15,100,2,20,0.0139075788829,1.41773936116,0.832611148811,0.649387133262
15,100,2,21,0.0165785899589,1.4664233309,0.869478797892,0.741779578049
15,100,2,22,0.0154742291481,1.3866402881,0.939045101233,0.849776369447
15,100,2,23,0.0159266977626,1.44510478735,0.99706964515,0.990962436303
50,100,2,0,0.0158353483627,0.0090211259387,-6.40859372327e-5,NA
50,100,2,1,0.0148148818649,1.31795721859,0.0285356145312,0.975129214471
50,100,2,2,0.0143453348922,1.33189872558,0.0616913065913,0.964660645792
50,100,2,3,0.0130806051808,1.36211813141,0.0967523303702,0.906954701119
50,100,2,4,0.0153849990425,1.14173099026,0.126574657431,0.889316207498
50,100,2,5,0.0140731702356,1.19125138776,0.167812688365,0.630921219463
50,100,2,6,0.0147932882543,1.23256597906,0.204477520184,0.369903247388
50,100,2,7,0.0146428081022,1.18383408143,0.235163936704,0.181850855563
50,100,2,8,0.0142821849175,1.23066866172,0.286831894388,0.171795592086
50,100,2,9,0.0150321621183,1.32790511392,0.300681834666,0.159471076103
50,100,2,10,0.0142401998475,1.56313850674,0.347083361525,0.183551554507
50,100,2,11,0.0141565036993,1.52077713814,0.3902848946,0.20487989885
50,100,2,12,0.0156539411218,1.75250613531,0.436960546504,0.223349494147
50,100,2,13,0.0166973608243,1.36414974348,0.493359610448,0.272004428316
50,100,2,14,0.0164840986037,1.43032118762,0.533592173252,0.291149331203
50,100,2,15,0.014408692922,1.41356364547,0.594294996047,0.347635927202
50,100,2,16,0.015699132755,1.47501736377,0.637204400295,0.381584826255
50,100,2,17,0.0147286525232,1.35603614118,0.665432626017,0.456321552645
50,100,2,18,0.0157217684587,1.27672905039,0.713751762466,0.46221251252
50,100,2,19,0.0153627560577,1.39075788829,0.764162524088,0.550434194737
50,100,2,20,0.0139075788829,1.32790511392,0.832611148811,0.656527197417
50,100,2,21,0.0165785899589,1.40523931714,0.869478797892,0.706016741958
50,100,2,22,0.0154742291481,1.41983062407,0.939045101233,0.849285855989
50,100,2,23,0.0159266977626,1.67450753253,0.99706964515,0.986573558308
100,100,2,0,0.0158353483627,0.00500651128868,-6.40859372327e-5,NA
100,100,2,1,0.0148148818649,1.39695086668,0.0285356145312,0.984044679179
100,100,2,2,0.0143453348922,1.27478767961,0.0616913065913,0.981042430051
100,100,2,3,0.0130806051808,1.24208074633,0.0967523303702,0.979321240475
100,100,2,4,0.0153849990425,1.27672905039,0.126574657431,0.982362336409
100,100,2,5,0.0140731702356,1.25356095799,0.167812688365,0.972859219031
100,100,2,6,0.0147932882543,1.28451419142,0.204477520184,0.959413863574
100,100,2,7,0.0146428081022,1.19683320242,0.235163936704,0.942001448314
100,100,2,8,0.0142821849175,1.22877321443,0.286831894388,0.917163389068
100,100,2,9,0.0150321621183,1.36821941779,0.300681834666,0.820736469223
100,100,2,10,0.0142401998475,1.25164282379,0.347083361525,0.841408721167
100,100,2,11,0.0141565036993,1.52077713814,0.3902848946,0.702510663931
100,100,2,12,0.0156539411218,1.45573451806,0.436960546504,0.363948648987
100,100,2,13,0.0166973608243,1.32391977852,0.493359610448,0.40439414001
100,100,2,14,0.0164840986037,1.27867238298,0.533592173252,0.431571367762
100,100,2,15,0.014408692922,1.34997332544,0.594294996047,0.440938374606
100,100,2,16,0.015699132755,1.47501736377,0.637204400295,0.430550082923
100,100,2,17,0.0147286525232,1.35401307807,0.665432626017,0.470208735323
100,100,2,18,0.0157217684587,1.34795662699,0.713751762466,0.537040711832
100,100,2,19,0.0153627560577,1.36618350409,0.764162524088,0.586759616895
100,100,2,20,0.0139075788829,1.25164282379,0.832611148811,0.657685008357
100,100,2,21,0.0165785899589,1.51417298424,0.869478797892,0.746041620196
100,100,2,22,0.0154742291481,1.57217684587,0.939045101233,0.855604085231
100,100,2,23,0.0159266977626,1.53849990425,0.99706964515,0.990982419865
125,100,2,0,0.0158353483627,0.00701277100038,-6.40859372327e-5,NA
125,100,2,1,0.0148148818649,1.32391977852,0.0285356145312,0.981710867627
125,100,2,2,0.0143453348922,1.25932686659,0.0616913065913,0.98529528327
125,100,2,3,0.0130806051808,1.25932686659,0.0967523303702,0.977783450068
125,100,2,4,0.0153849990425,1.26318043243,0.126574657431,0.98887148178
125,100,2,5,0.0140731702356,1.24781228548,0.167812688365,0.97980397994
125,100,2,6,0.0147932882543,1.28451419142,0.204477520184,0.978146042109
125,100,2,7,0.0146428081022,1.30806051808,0.235163936704,0.962588477933
125,100,2,8,0.0142821849175,1.29821448814,0.286831894388,0.95342409139
125,100,2,9,0.0150321621183,1.29037379984,0.300681834666,0.903122116066
125,100,2,10,0.0142401998475,1.24208074633,0.347083361525,0.871416237986
125,100,2,11,0.0141565036993,1.41983062407,0.3902848946,0.824848076305
125,100,2,12,0.0156539411218,1.64605481321,0.436960546504,0.507586513837
125,100,2,13,0.0166973608243,1.33389864576,0.493359610448,0.541786849233
125,100,2,14,0.0164840986037,1.35199214098,0.533592173252,0.552773015163
125,100,2,15,0.014408692922,1.34594204121,0.594294996047,0.51458629384
125,100,2,16,0.015699132755,1.37434012317,0.637204400295,0.50707661299
125,100,2,17,0.0147286525232,1.36821941779,0.665432626017,0.506885310589
125,100,2,18,0.0157217684587,1.30608727508,0.713751762466,0.561706543663
125,100,2,19,0.0153627560577,1.43032118762,0.764162524088,0.626956280381
125,100,2,20,0.0139075788829,1.37229772275,0.832611148811,0.691608573791
125,100,2,21,0.0165785899589,1.40523931714,0.869478797892,0.77768599782
125,100,2,22,0.0154742291481,1.38048037154,0.939045101233,0.874946305178
125,100,2,23,0.0159266977626,1.51857323258,0.99706964515,0.989495296386
150,100,2,0,0.0158353483627,0.0282058404681,-6.40859372327e-5,NA
150,100,2,1,0.0148148818649,1.27091080771,0.0285356145312,0.985558228099
150,100,2,2,0.0143453348922,1.29429014803,0.0616913065913,0.987900831619
150,100,2,3,0.0130806051808,1.30411605472,0.0967523303702,0.986196485808
150,100,2,4,0.0153849990425,1.31399242455,0.126574657431,0.98264239979
150,100,2,5,0.0140731702356,1.36008866335,0.167812688365,0.978370431483
150,100,2,6,0.0147932882543,1.2554810073,0.204477520184,0.980765252321
150,100,2,7,0.0146428081022,1.26318043243,0.235163936704,0.978284835594
150,100,2,8,0.0142821849175,1.29233097698,0.286831894388,0.966448360449
150,100,2,9,0.0150321621183,1.29429014803,0.300681834666,0.956146292402
150,100,2,10,0.0142401998475,1.36211813141,0.347083361525,0.943731362442
150,100,2,11,0.0141565036993,1.51637184987,0.3902848946,0.91680641357
150,100,2,12,0.0156539411218,1.61569879132,0.436960546504,0.682884484012
150,100,2,13,0.0166973608243,1.25740297555,0.493359610448,0.735238458962
150,100,2,14,0.0164840986037,1.27091080771,0.533592173252,0.703125768943
150,100,2,15,0.014408692922,1.25932686659,0.594294996047,0.678654787946
150,100,2,16,0.015699132755,1.26704173576,0.637204400295,0.600921768009
150,100,2,17,0.0147286525232,1.24972660089,0.665432626017,0.618488521788
150,100,2,18,0.0157217684587,1.35401307807,0.713751762466,0.652239272431
150,100,2,19,0.0153627560577,1.34392956366,0.764162524088,0.708494006585
150,100,2,20,0.0139075788829,1.2689752987,0.832611148811,0.731206995598
150,100,2,21,0.0165785899589,1.35603614118,0.869478797892,0.822158205032
150,100,2,22,0.0154742291481,1.62498817306,0.939045101233,0.888165899833
150,100,2,23,0.0159266977626,1.45786753308,0.99706964515,0.990683648115
200,100,2,0,0.0158353483627,0.0785839654904,-6.40859372327e-5,NA
200,100,2,1,0.0148148818649,1.42192416361,0.0285356145312,0.982844304119
200,100,2,2,0.0143453348922,1.45573451806,0.0616913065913,0.987575622909
200,100,2,3,0.0130806051808,1.31399242455,0.0967523303702,0.98154670284
200,100,2,4,0.0153849990425,1.34392956366,0.126574657431,0.983092402646
200,100,2,5,0.0140731702356,1.30608727508,0.167812688365,0.987104607489
200,100,2,6,0.0147932882543,1.21179773734,0.204477520184,0.987782025609
200,100,2,7,0.0146428081022,1.29821448814,0.235163936704,0.984691874398
200,100,2,8,0.0142821849175,1.32591141383,0.286831894388,0.982889314085
200,100,2,9,0.0150321621183,1.44510478735,0.300681834666,0.973105884252
200,100,2,10,0.0142401998475,1.37638469502,0.347083361525,0.979858121328
200,100,2,11,0.0141565036993,1.50978278127,0.3902848946,0.96086154056
200,100,2,12,0.0156539411218,1.66973608243,0.436960546504,0.905075954492
200,100,2,13,0.0166973608243,1.36821941779,0.493359610448,0.943248022543
200,100,2,14,0.0164840986037,1.35401307807,0.533592173252,0.92648009715
200,100,2,15,0.014408692922,1.50759143247,0.594294996047,0.898109199169
200,100,2,16,0.015699132755,1.31201308864,0.637204400295,0.88464235947
200,100,2,17,0.0147286525232,1.43453348922,0.665432626017,0.86849789799
200,100,2,18,0.0157217684587,1.525192541,0.713751762466,0.849166448852
200,100,2,19,0.0153627560577,1.33590064795,0.764162524088,0.855177176823
200,100,2,20,0.0139075788829,1.40939697717,0.832611148811,0.882562607066
200,100,2,21,0.0165785899589,1.72043671584,0.869478797892,0.914268145571
200,100,2,22,0.0154742291481,2.05931056101,0.939045101233,0.938863565234
200,100,2,23,0.0159266977626,1.58353483627,0.99706964515,0.991133676856
0,200,0,0,0.00719377518843,2.17041921299,-3.78452263225e-4,-3.26007557774e-4
0,200,0,1,0.00712009992375,1.59038196999,0.0473674563043,0.027388977352
0,200,0,2,0.00831300515836,1.55863521728,0.0831943960594,0.0493216431399
0,200,0,3,0.00697442161906,1.40731702356,0.136097043386,0.0868633886703
0,200,0,4,0.00787221541861,1.46856824125,0.190920772547,0.118836310353
0,200,0,5,0.00794048441102,1.75998333929,0.23461782605,0.140357754101
0,200,0,6,0.0086635395033,1.61569879132,0.265633547252,0.164987481177
0,200,0,7,0.00790628932642,1.46214067388,0.324992403666,0.194475265466
0,200,0,8,0.00716213092545,1.38869798615,0.361009958505,0.212920806135
0,200,0,9,0.00852906955955,1.37229772275,0.400654211988,0.270479322289
0,200,0,10,0.00787221541861,1.55638752092,0.449678260779,0.31320123209
0,200,0,11,0.00773711457407,0.793249467394,0.47439638615,0.328972665462
0,200,0,12,0.00861442348295,1.23256597906,0.542667434497,0.37677415452
0,200,0,13,0.00838448852228,1.23826918844,0.591551139321,0.426334071192
0,200,0,14,0.0078269705609,1.37843144293,0.617810288473,0.472324018663
0,200,0,15,0.00862667898733,1.44298587371,0.678747495291,0.518734113728
0,200,0,16,0.00804380542169,1.49014995947,0.714067570837,0.572590869607
0,200,0,17,0.00767026938507,1.31795721859,0.747356992702,0.604426066096
0,200,0,18,0.00748335994208,1.47286525232,0.801165508552,0.655230241416
0,200,0,19,0.00774830075816,1.32391977852,0.823349592323,0.733006094643
0,200,0,20,0.00843244105286,1.60184831594,0.873590378321,0.790759380293
0,200,0,21,0.00798626785069,1.32391977852,0.920827761832,0.851454276907
0,200,0,22,0.00837253766267,1.41773936116,0.951761571322,0.918233819221
0,200,0,23,0.00811330808738,0.932621085077,0.994172302108,0.990905660132
3,200,0,0,0.00719377518843,0.910016846528,-3.78452263225e-4,NA
3,200,0,1,0.00712009992375,1.38458478945,0.0473674563043,0.0372183977701
3,200,0,2,0.00831300515836,1.36008866335,0.0831943960594,0.0598898505221
3,200,0,3,0.00697442161906,1.28256494951,0.136097043386,0.0810364455754
3,200,0,4,0.00787221541861,1.525192541,0.190920772547,0.113117964856
3,200,0,5,0.00794048441102,1.43453348922,0.23461782605,0.148684935901
3,200,0,6,0.0086635395033,1.47717188633,0.265633547252,0.167565933589
3,200,0,7,0.00790628932642,1.41773936116,0.324992403666,0.206326408401
3,200,0,8,0.00716213092545,1.40731702356,0.361009958505,0.2144633167
3,200,0,9,0.00852906955955,1.39901963266,0.400654211988,0.250491585946
3,200,0,10,0.00787221541861,1.46856824125,0.449678260779,0.300539353565
3,200,0,11,0.00773711457407,1.45147557253,0.47439638615,0.339758001279
3,200,0,12,0.00861442348295,1.33790473647,0.542667434497,0.386980581056
3,200,0,13,0.00838448852228,1.25356095799,0.591551139321,0.435671433716
3,200,0,14,0.0078269705609,1.23636623872,0.617810288473,0.458798050624
3,200,0,15,0.00862667898733,1.26125268426,0.678747495291,0.511901656267
3,200,0,16,0.00804380542169,1.32790511392,0.714067570837,0.572591498225
3,200,0,17,0.00767026938507,1.36618350409,0.747356992702,0.619254930389
3,200,0,18,0.00748335994208,1.30214685286,0.801165508552,0.648848134054
3,200,0,19,0.00774830075816,1.30411605472,0.823349592323,0.728238901628
3,200,0,20,0.00843244105286,1.41356364547,0.873590378321,0.790895686265
3,200,0,21,0.00798626785069,1.31201308864,0.920827761832,0.852596586078
3,200,0,22,0.00837253766267,1.36211813141,0.951761571322,0.919025381837
3,200,0,23,0.00811330808738,1.49232151236,0.994172302108,0.993440873495
5,200,0,0,0.00719377518843,0.0110315804845,-3.78452263225e-4,NA
5,200,0,1,0.00712009992375,1.30806051808,0.0473674563043,0.484440022131
5,200,0,2,0.00831300515836,1.24781228548,0.0831943960594,0.0717369493368
5,200,0,3,0.00697442161906,1.43664310506,0.136097043386,0.0848364234027
5,200,0,4,0.00787221541861,1.34795662699,0.190920772547,0.110923618702
5,200,0,5,0.00794048441102,1.39695086668,0.23461782605,0.137468896184
5,200,0,6,0.0086635395033,1.46214067388,0.265633547252,0.172103227058
5,200,0,7,0.00790628932642,1.44298587371,0.324992403666,0.194668059842
5,200,0,8,0.00716213092545,1.47071554661,0.361009958505,0.226125751001
5,200,0,9,0.00852906955955,1.45573451806,0.400654211988,0.246065640255
5,200,0,10,0.00787221541861,1.49667198842,0.449678260779,0.295058403949
5,200,0,11,0.00773711457407,1.39901963266,0.47439638615,0.296774054958
5,200,0,12,0.00861442348295,1.37229772275,0.542667434497,0.371068143396
5,200,0,13,0.00838448852228,1.28451419142,0.591551139321,0.410009183575
5,200,0,14,0.0078269705609,1.35199214098,0.617810288473,0.473174713765
5,200,0,15,0.00862667898733,1.52077713814,0.678747495291,0.518876992135
5,200,0,16,0.00804380542169,1.49667198842,0.714067570837,0.568936634149
5,200,0,17,0.00767026938507,1.24208074633,0.747356992702,0.621177171995
5,200,0,18,0.00748335994208,1.28841861256,0.801165508552,0.676854110076
5,200,0,19,0.00774830075816,1.30806051808,0.823349592323,0.734565710225
5,200,0,20,0.00843244105286,1.2728482667,0.873590378321,0.791671471341
5,200,0,21,0.00798626785069,1.4408692922,0.920827761832,0.844477498279
5,200,0,22,0.00837253766267,1.37229772275,0.951761571322,0.92497880781
5,200,0,23,0.00811330808738,1.21179773734,0.994172302108,0.988845639809
15,200,0,0,0.00719377518843,0.00300234243645,-3.78452263225e-4,NA
15,200,0,1,0.00712009992375,1.37434012317,0.0473674563043,0.943423766067
15,200,0,2,0.00831300515836,1.27091080771,0.0831943960594,0.885597102058
15,200,0,3,0.00697442161906,1.70338755161,0.136097043386,0.418927378263
15,200,0,4,0.00787221541861,1.34594204121,0.190920772547,0.174345878045
15,200,0,5,0.00794048441102,1.51197662995,0.23461782605,0.150102477375
15,200,0,6,0.0086635395033,1.26704173576,0.265633547252,0.170674379521
15,200,0,7,0.00790628932642,1.48581419627,0.324992403666,0.204379744377
15,200,0,8,0.00716213092545,1.38048037154,0.361009958505,0.24360284644
15,200,0,9,0.00852906955955,1.53849990425,0.400654211988,0.247009711288
15,200,0,10,0.00787221541861,1.35806133477,0.449678260779,0.302930542636
15,200,0,11,0.00773711457407,1.54295623423,0.47439638615,0.303005350912
15,200,0,12,0.00861442348295,1.0498082251,0.542667434497,0.379560388603
15,200,0,13,0.00838448852228,1.23256597906,0.591551139321,0.419492375002
15,200,0,14,0.0078269705609,1.2249879153,0.617810288473,0.453692327416
15,200,0,15,0.00862667898733,1.31201308864,0.678747495291,0.519213865083
15,200,0,16,0.00804380542169,1.36008866335,0.714067570837,0.563253867868
15,200,0,17,0.00767026938507,1.36414974348,0.747356992702,0.618270013205
15,200,0,18,0.00748335994208,1.33790473647,0.801165508552,0.673332226959
15,200,0,19,0.00774830075816,1.39695086668,0.823349592323,0.728746109183
15,200,0,20,0.00843244105286,1.47501736377,0.873590378321,0.791101044014
15,200,0,21,0.00798626785069,1.42611809247,0.920827761832,0.862578470537
15,200,0,22,0.00837253766267,1.33389864576,0.951761571322,0.913731957758
15,200,0,23,0.00811330808738,1.48364997495,0.994172302108,0.991822145635
25,200,0,0,0.00719377518843,0.00300234243645,-3.78452263225e-4,NA
25,200,0,1,0.00712009992375,1.47286525232,0.0473674563043,0.968964751811
25,200,0,2,0.00831300515836,1.29233097698,0.0831943960594,0.951361261858
25,200,0,3,0.00697442161906,1.26511011496,0.136097043386,0.888585214052
